x,w,pv1,pv2,pv3,pv4,pv5
0.7552370574,0.9176671994,496.4352433052,537.7325252286,539.6828600805,487.5216803641,498.9500311201
2.0140018599,1.0163322678,506.1031072505,533.6863481601,540.2799959684,544.5529810681,561.5213653080
0.6205910787,1.2979955238,555.3308977204,552.8461032536,545.5537846824,560.0927571512,552.0661038721
0.7258084944,1.0566856130,469.8589271704,454.4942153652,468.0745767542,495.3688505265,483.9775798751
-0.6661386095,0.9973945448,505.1797512988,481.4959899596,480.6272802346,479.2026617498,496.7279990199
-0.6495927088,1.1855073879,476.9360221886,468.2066286856,463.8620099585,475.4987031344,449.0287253644
-0.1884705393,0.6171906814,418.5263762130,418.3049568884,413.9173765340,427.5266522524,442.2974334758
0.4115794965,1.3619004469,557.5742254541,572.2761970502,566.0306236034,581.3805672518,563.0420617966
-1.9024271098,1.0942664521,459.5593350036,495.8767650575,457.7801673538,502.0945529767,435.9329235907
0.7963675638,0.8234102039,540.9597735031,547.7026778694,561.7913387182,547.4761326283,567.8037147206
0.0858385766,1.0885521581,529.4870158003,492.9011674721,545.0480876907,557.5076018406,542.5241971763
-0.0719537739,1.2835163365,374.1784677461,396.6349046849,398.6371016786,377.0935491088,410.6533831137
0.5536089777,0.8426072609,417.0528845963,449.5961002784,414.6374372625,431.8069094202,407.8839197165
-2.2682721713,1.3741597617,439.3703949865,444.7839674860,461.1312078599,423.0267554308,432.1589151377
-1.0792800269,0.6519990447,577.2641910407,528.9279602565,543.6437452853,535.1611995176,530.8435454908
-1.0506521473,1.1029902124,558.0203533088,536.9319911684,524.1699619467,517.4943709777,524.7997282492
0.4403733458,0.7602879733,552.7890200371,535.6008602607,529.6868038530,518.7357128716,513.7525241033
-1.9478672849,1.0059680794,470.9056955932,489.0678698011,475.3203347470,440.9829598429,463.7599005890
-1.6619669383,1.4147561858,383.1799976769,383.6349963819,393.7540181134,397.9101312828,374.7128393281
0.4445651292,0.9692825207,574.0498023753,509.5121500179,531.8668550825,520.9867542428,559.5473756154
1.2173466759,0.7190293735,528.9108661596,533.0647450665,546.7365233160,556.8341767781,544.2556727875
-0.4792540370,1.3090794333,518.6332535065,550.6552816995,510.7687407502,543.3277436635,569.8431695473
-1.6020780287,1.3336895045,423.6756744015,438.5269966547,460.3346988766,459.4532245739,446.7066757284
0.6220422719,1.0926194699,534.7248844776,530.9483929081,523.8008221082,515.1443152153,536.9424131644
-0.1234627966,1.4499695271,557.1379721180,546.2304240136,567.9960008503,538.0474911727,541.7193309053
0.3440513121,0.8817211902,460.9903282979,491.8312212244,458.6786177935,477.0157491452,479.8490541624
0.2410040123,1.1430314551,597.9471515084,582.1126299561,612.9558865246,595.0450775615,566.3627977656
1.3423811769,0.7098011449,473.1003751421,505.2124576796,479.2849523021,481.3359585822,495.6877541945
-0.8982764936,1.3786666689,534.9601288378,511.8652890584,519.3485999528,515.7720668416,518.5504168499
-1.3888949442,0.6964282834,501.7969918254,523.7776552215,524.0773591540,516.2246732467,551.6654450492
-2.2852465389,1.2920270944,503.9318153847,545.7573155663,508.9346405425,481.3235210837,509.7018350132
-0.3349092553,1.4071266036,542.6242869823,551.1338710853,553.0321008793,541.9362458547,555.0678560391
0.7475214801,1.2626314543,517.3503092135,511.3244992670,526.5124364736,508.5272553883,517.6858494046
0.4911978742,0.5533623430,465.7278921621,516.4671225957,487.8711889870,472.7866214466,502.3308798215
0.1514129502,0.6643319570,521.4289929014,524.3378729376,510.6095811477,542.7521236384,553.4511111470
0.1077893036,1.4971855816,517.4294086172,512.7990667269,506.1581726599,496.9897982696,488.1022681393
-1.4351121829,1.4757848922,386.2279925340,429.1064114098,414.7315922492,437.9180278452,394.6258506588
-0.0052279163,0.8884694076,608.1306836728,616.9132376687,610.0072395438,581.2299552629,593.9868608094
0.1409340314,0.6374361427,499.3654177647,485.7844568724,505.5337271862,536.6275653587,504.7449522153
1.6981458730,1.2332573591,595.0448886806,590.4782507817,610.5460292396,614.3975424082,628.8994160381
-0.3618690486,1.0096250814,507.3136734730,489.6563518601,460.7241518890,496.2618345648,449.6621806725
1.4966612829,1.4417743518,530.3576527532,557.1487083054,516.9328090264,529.2165420396,539.7019647365
1.8013370381,1.0469486855,577.3326357742,562.1053969600,542.7527315160,571.5135354277,558.7927389531
-0.6910905503,0.6631747885,475.0036016653,503.7563164735,486.4611573529,464.4863684948,474.4128397885
-0.4303506292,1.0605250180,589.3395292075,562.3995457857,550.6721365711,555.5644983589,542.5221757721
0.7672779381,0.7149122707,459.3323650747,452.9845394008,462.3980281154,451.0413634040,473.3724286062
0.0028983647,0.5705649429,523.9809633828,496.2437658915,504.5773041126,502.3860093673,530.6000251987
0.9436195253,1.2650126752,579.6113917477,578.8009433732,583.4110983150,578.0496478964,599.3691866018
-0.2759220054,1.4639475758,504.7561655234,523.1071021236,497.6941755066,503.9252254268,530.8773609551
-0.0647918509,0.6061195182,515.6905375430,536.4828278929,546.7763971796,536.0507088270,543.4234045753
0.5334286208,0.7345599474,521.1518700094,501.2086174353,500.0344364747,521.2645521720,490.1348787616
0.6131893142,0.5278863113,474.4555855563,460.6217537498,498.6457272013,463.1712958828,496.8265380977
0.1116710237,0.6087593758,517.5121691798,506.7377135826,523.2872843870,522.1050731424,500.2692353145
0.7264119881,0.5463028008,541.2684194826,540.5181497110,552.5039123429,569.2138123479,545.8346838367
0.5562428952,0.6353101805,491.2467028533,478.4082136002,482.8450406821,483.7028185328,463.5420375204
-0.7071361565,1.1934779885,481.8927318184,484.9161231083,463.8736207879,493.4796442779,453.3002838065
-0.5078802105,1.4369267526,524.8047920658,537.8633689246,519.8377553752,525.3695549742,499.7623648143
0.1354932595,1.4665453124,539.9518950464,548.6073527514,510.3073127047,529.1001253360,553.7999526682
1.1998290140,1.2865479225,573.7091999733,552.6854944828,587.9819346710,550.7292187455,579.4922806514
-0.6096352763,1.0957557405,530.4774165262,520.1500571486,501.5686901362,528.9760929097,513.6267313183
-0.8714636643,0.5132697285,516.9350312167,490.4543336701,548.8877316620,520.5463945894,504.7988616116
-1.4545160507,0.6882909227,432.0748088935,459.1619311240,443.9628465133,443.0603693821,473.5893496805
1.2335636645,1.0892728476,491.8321182189,482.7378304283,524.9848054099,505.1265030830,501.1366346406
-1.5300607314,1.3521405980,402.1407185879,413.5493918186,413.0074692141,417.4233825056,416.7259239543
0.5625080050,1.3462497089,461.3241703277,444.1929280876,467.8154402630,452.8091040192,456.1682463779
-0.0224464662,1.1972518286,483.3709888202,502.6867985608,502.5205112980,490.4052091013,474.1471201373
1.0767368587,0.6107314343,493.8249431689,483.8519928112,491.7924310252,476.9983859857,469.1155772016
-0.7565489483,1.3933023694,437.3153271104,450.7235705226,408.0701425198,410.9043569079,412.3887717981
0.8790957683,0.9368418069,488.9565865131,533.6404410797,506.3357955667,500.1846858738,483.6608607650
0.3492960983,0.9436087203,514.5094964553,499.7979336117,507.2226724475,531.4085713433,538.2026174796
0.7275273072,1.4277411688,534.6862422396,503.9208760238,558.3762225604,524.1378145292,546.4836037540
-0.0661824008,0.8176248048,505.8250011304,481.8824209294,480.4682350690,485.3110510220,496.1868492709
-1.1827439814,0.6256567314,394.1829397409,395.2789830740,443.6974100981,423.8567661540,429.7932339040
0.1476735984,0.9595108614,510.2424904397,513.8813852683,508.5382110406,522.3507929919,517.5924027567
-0.7794348377,0.6176854498,436.2325139964,444.8313483195,441.8199015011,440.6529215822,466.3334757181
-0.6872410245,0.6199801208,522.7648542674,530.7435662623,519.0960606036,553.0406373780,557.8304331927
1.3508062136,0.7419166942,578.1843627575,548.0350112973,580.6433553806,549.9887506458,548.7984918717
1.0179280207,0.8492662527,541.5262538254,496.3883969374,516.3758195335,516.1754034579,506.4799926023
-2.2919446187,0.5651908759,545.6417949202,509.6595918415,561.0332557245,536.0477733231,528.0278215707
0.2781189039,0.8915003708,463.9718476877,514.9966145622,473.8003161460,506.2358198433,484.9355059469
0.7055439543,0.5392407440,511.9919721873,496.2023592805,525.4119692898,506.3912071883,526.0072588247
1.4882178101,1.4064951236,555.3109728506,555.9754937507,570.7205892210,546.9011638485,547.1775715638
-2.3109828317,0.6493194641,520.3125778748,492.3383521800,496.1992450479,492.3633076787,511.6987906917
1.2954544132,0.8367417653,542.6867462495,555.7514909791,536.4938980724,555.9256302952,542.0093482745
-0.6292808825,0.9992859648,525.9782173983,507.1535098627,502.5033317549,503.7584821700,500.6033797964
1.2436315571,0.5219979701,569.9719339279,580.1197541059,578.0157952821,569.5773914136,592.8483643370
-1.7794797267,0.9729603333,435.0802553079,424.2778666575,430.9069581966,397.7364846666,431.8283184278
0.0277202708,1.2678418213,507.8079603115,491.9705313617,510.8689976963,486.4936691939,462.1377067935
0.5818224466,0.7180711178,482.8473051126,451.3202925995,491.9484985254,471.6435127674,477.3543387604
-0.0314499172,0.6964064955,539.5500444305,545.0248521421,546.2757440210,506.8786403255,572.8598805218
-1.0418258587,1.2877499794,534.1932385222,551.4952819017,550.6662740791,543.7901614597,534.5813314196
-1.4024692617,0.7891844076,478.7977960543,482.7686732091,494.7624707230,484.2937587760,493.5739633569
1.0864971970,0.8886776608,554.1353441617,540.8704140030,575.1153792529,521.0140843891,520.5698507182
0.6813067237,0.9266065508,506.6535986429,490.7997538594,533.7110541357,498.5681775765,550.5160066033
2.2607765763,0.9671776518,539.3143749092,532.2248932840,533.1740054351,526.2101676949,527.4506939672
0.5817845012,0.8234303815,537.9986911047,529.2762765334,517.8101286602,508.9491030075,531.1084068765
-3.2981107875,1.0364790233,495.3828975574,486.2074709079,495.9011056257,466.6124062096,513.9992502463
-0.4034672556,1.3561464339,477.5175509171,445.6767026207,452.1323305563,470.4794174790,453.0997897558
-0.9060070846,0.6374343722,480.7005822203,473.0130926394,482.2346828151,473.1623114605,459.0271718983
0.4146599743,0.8264202464,459.8447003172,463.0328903734,481.8892441752,468.8211322859,437.3663139416
1.6520512848,1.3113348961,515.5710464806,537.9317803502,497.5897318991,472.7213674549,515.4248746685
0.3464063564,0.7303064500,463.9272131911,478.6850493960,475.1671192326,488.9508569781,456.4003602689
0.9601383539,1.2194404772,568.0918931496,565.4596299214,571.3895738192,572.1689247951,546.4895000445
2.0448990128,1.2866227503,515.0539914018,521.1302585636,521.4316199559,515.0082307074,541.8643279580
-0.2393682336,0.9135525157,465.8409397878,468.6312354537,460.7252533509,454.2145981770,492.8530283891
0.1903119843,0.6578434762,516.8343364970,519.7573741143,508.4783327820,528.6457435188,519.4082334041
-0.0758439250,1.2174046445,461.7531386118,476.4891709984,462.3453675699,465.8286916084,457.3809782540
-2.9092013379,1.1123420566,410.1569864015,428.1489658230,409.2134486039,414.7933735030,428.5925315446
-0.6128763094,0.6959927913,545.5529404544,542.5983078409,534.8341155586,538.3894667210,543.9316864566
0.5573224108,0.6144903640,450.7816583218,438.2383850762,457.2839614114,458.0502813790,460.4977608055
-1.7318891104,1.4877705551,395.2076699051,408.9135732943,405.8664376737,398.7311832698,413.1048378723
-0.4019849582,0.7689753009,435.3637875345,449.7823623463,452.5738670012,443.4590554369,433.9645924650
-0.3746130516,1.3741615810,509.6507468277,495.3917919475,481.8782321778,508.9811971226,507.4780564994
-0.9846072844,1.3675369765,477.1418148405,475.3943187235,500.1452012721,466.2642381410,458.6272334685
-0.2660441580,1.2023553047,444.4980039149,420.9153652201,457.2382092404,474.7146137484,472.9881794547
-0.7554248264,0.9978149447,487.2523241417,537.5756893177,496.0706726620,508.5164399401,492.2715696208
-1.0346078840,0.6780289898,525.5036191473,480.6997397306,471.2943324967,493.3163267739,479.1861589838
-0.0240286242,0.5362924635,476.0393856030,488.7704952321,485.5116071376,477.5086707977,499.0981017022
2.1091906645,0.8187983809,535.9487791935,532.5605169937,514.9754288392,518.2135221650,527.0670663332
